Package,Date,LatestVersion,Score,PyTyped,Pyright,Mypy,Samples,Verifytypes,SDKTeamOwned,Active
azure-ai-formrecognizer,2024-12-16T11:48:12.955930Z,3.3.4a20241213001,35.5,True,False,True,False,True,False,True
azure-ai-inference,2024-12-16T11:48:12.955930Z,1.0.0a20241213001,100,True,True,True,True,True,False,True
azure-ai-language-conversations,2024-12-16T11:48:12.955930Z,1.1.1a20241216001,100,True,True,True,True,True,False,True
azure-ai-language-questionanswering,2024-12-16T11:48:12.955930Z,1.1.1a20241216001,100,True,True,True,True,True,False,True
azure-ai-metricsadvisor,2024-12-16T11:48:12.955930Z,1.0.1,28.0,True,False,False,False,False,False,False
azure-ai-personalizer,2024-12-16T11:48:12.955930Z,1.0.0a20240823001,25.0,True,False,False,False,False,False,False
azure-ai-projects,2024-12-16T11:48:12.955930Z,1.0.0b3,88.0,True,True,True,True,True,False,True
azure-ai-resources,2024-12-16T11:48:12.955930Z,1.0.0a20240329001,56.3,True,False,True,False,False,False,False
azure-ai-textanalytics,2024-12-16T11:48:12.955930Z,5.3.1a20241213001,89.2,True,False,True,True,True,False,True
azure-ai-translation-document,2024-12-16T11:48:12.955930Z,1.1.1a20241216001,91.2,True,False,True,True,True,False,True
azure-ai-translation-text,2024-12-16T11:48:12.955930Z,1.0.2a20241216001,93.3,True,True,True,True,True,False,True
azure-ai-vision-face,2024-12-16T11:48:12.955930Z,1.0.0a20241216001,92.7,True,True,True,True,False,False,True
azure-ai-vision-imageanalysis,2024-12-16T11:48:12.955930Z,1.0.0a20241216001,100,True,True,True,True,True,False,True
azure-appconfiguration,2024-12-16T11:48:12.955930Z,1.7.2a20241213001,79.2,True,False,True,True,True,True,True
azure-appconfiguration-provider,2024-12-16T11:48:12.955930Z,2.0.0a20241213001,28.6,True,False,True,True,True,False,True
azure-batch,2024-12-16T11:48:12.955930Z,15.0.0a20241213001,98.5,True,False,False,False,False,False,True
azure-communication-callautomation,2024-12-16T11:48:12.955930Z,1.4.0a20241216001,58.7,True,False,False,False,False,False,True
azure-communication-chat,2024-12-16T11:48:12.955930Z,1.3.0a20241216001,23.3,True,False,False,False,True,False,True
azure-communication-email,2024-12-16T11:48:12.955930Z,1.0.1a20241216001,0,True,False,True,False,True,False,True
azure-communication-identity,2024-12-16T11:48:12.955930Z,1.5.1a20241216001,43.8,True,False,True,False,True,False,True
azure-communication-jobrouter,2024-12-16T11:48:12.955930Z,1.1.0a20241216001,100,True,False,True,False,True,False,True
azure-communication-messages,2024-12-16T11:48:12.955930Z,1.1.0a20241216001,100,True,False,True,False,True,False,True
azure-communication-phonenumbers,2024-12-16T11:48:12.955930Z,1.2.0a20241216001,80.0,True,False,False,False,True,False,True
azure-communication-rooms,2024-12-16T11:48:12.955930Z,1.1.1a20241216001,36.8,True,False,False,False,True,False,True
azure-communication-sms,2024-12-16T11:48:12.955930Z,1.1.0a20241216001,66.7,True,False,False,False,True,False,True
azure-confidentialledger,2024-12-16T11:48:12.955930Z,1.1.2a20241213001,42.9,True,False,True,False,True,False,True
azure-containerregistry,2024-12-16T11:48:12.955930Z,1.2.1a20241213001,100,True,False,True,True,True,True,True
azure-core-experimental,2024-12-16T11:48:12.955930Z,1.0.0a20241213002,50.0,True,False,True,False,True,True,True
azure-core-tracing-opencensus,2024-12-16T11:48:12.955930Z,1.0.0b10,50.0,True,False,False,False,False,True,False
azure-core-tracing-opentelemetry,2024-12-16T11:48:12.955930Z,1.0.0a20241213002,90.9,True,False,True,False,True,False,True
azure-cosmos,2024-12-16T11:48:12.955930Z,4.9.1a20241213004,85.2,True,False,True,False,True,False,True
azure-data-tables,2024-12-16T11:48:12.955930Z,12.7.0a20241216001,68.0,True,False,True,True,True,True,True
azure-defender-easm,2024-12-16T11:48:12.955930Z,1.0.0a20241213001,0,True,True,True,True,True,False,True
azure-developer-devcenter,2024-12-16T11:48:12.955930Z,1.0.1a20241216001,100,True,False,True,False,True,False,True
azure-developer-loadtesting,2024-12-16T11:48:12.955930Z,1.0.1a20241213001,0,True,False,True,False,True,False,True
azure-digitaltwins-core,2024-12-16T11:48:12.955930Z,1.2.1a20241216001,20.0,True,False,False,False,False,False,True
azure-eventgrid,2024-12-16T11:48:12.955930Z,4.21.1a20241216001,100,True,False,True,True,True,True,True
azure-eventhub,2024-12-16T11:48:12.955930Z,5.13.1a20241216001,75.0,True,False,True,True,True,True,True
azure-eventhub-checkpointstoreblob,2024-12-16T11:48:12.955930Z,1.2.0a20241216001,100,True,False,False,False,False,False,True
azure-eventhub-checkpointstoreblob-aio,2024-12-16T11:48:12.955930Z,1.2.0a20241216001,100,True,False,False,False,False,False,True
azure-health-deidentification,2024-12-16T11:48:12.955930Z,1.0.0a20241213001,100,True,True,True,True,True,False,True
azure-healthinsights-cancerprofiling,2024-12-16T11:48:12.955930Z,1.0.0a20240715001,91.7,True,False,True,True,True,False,True
azure-healthinsights-clinicalmatching,2024-12-16T11:48:12.955930Z,1.0.0a20240715001,95.8,True,False,True,True,True,False,True
azure-healthinsights-radiologyinsights,2024-12-16T11:48:12.955930Z,1.0.1a20241213001,100,True,True,True,True,True,False,True
azure-identity,2024-12-16T11:48:12.955930Z,1.19.1a20241216001,93.3,True,False,True,True,True,True,True
azure-identity-broker,2024-12-16T11:48:12.955930Z,1.3.0a20241216001,100,True,False,True,False,True,False,True
azure-iot-deviceprovisioning,2024-12-16T11:48:12.955930Z,1.0.0a20240529001,20.0,True,True,True,True,True,False,True
azure-iot-deviceupdate,2024-12-16T11:48:12.955930Z,1.0.1a20241216001,0,True,False,False,False,False,False,True
azure-iot-modelsrepository,2024-12-16T11:48:12.955930Z,1.0.0b2,66.7,True,False,False,False,False,False,False
azure-keyvault-administration,2024-12-16T11:48:12.955930Z,4.5.1a20241216001,68.8,True,False,True,True,True,True,True
azure-keyvault-certificates,2024-12-16T11:48:12.955930Z,4.9.1a20241216001,95.2,True,False,True,True,True,True,True
azure-keyvault-keys,2024-12-16T11:48:12.955930Z,4.10.1a20241216001,59.4,True,False,True,True,True,True,True
azure-keyvault-secrets,2024-12-16T11:48:12.955930Z,4.9.1a20241216001,100,True,True,True,True,True,True,True
azure-maps-geolocation,2024-12-16T11:48:12.955930Z,1.0.0a20241216001,33.3,True,False,True,True,True,False,True
azure-maps-render,2024-12-16T11:48:12.955930Z,2.0.0a20241216001,66.7,True,False,True,True,True,False,True
azure-maps-route,2024-12-16T11:48:12.955930Z,1.0.0a20241216001,59.8,True,False,True,False,True,False,True
azure-maps-search,2024-12-16T11:48:12.955930Z,2.0.0a20241216001,75.0,True,False,True,False,True,False,True
azure-maps-timezone,2024-12-16T11:48:12.955930Z,1.0.0b1,0,False,False,True,False,True,False,True
azure-maps-weather,2024-12-16T11:48:12.955930Z,1.0.0a20241216001,0,True,False,True,False,False,False,True
azure-messaging-webpubsubclient,2024-12-16T11:48:12.955930Z,1.1.1a20241216001,81.2,True,False,True,False,True,False,True
azure-messaging-webpubsubservice,2024-12-16T11:48:12.955930Z,1.2.2a20241216001,0,True,False,False,True,True,False,True
azure-mgmt-core,2024-12-16T11:48:12.955930Z,1.5.1a20241213002,90.7,True,False,True,False,True,True,True
azure-mixedreality-remoterendering,2024-12-16T11:48:12.955930Z,1.0.0a20241216001,0,True,False,True,False,True,False,True
azure-monitor-ingestion,2024-12-16T11:48:12.955930Z,1.0.5a20241216001,100,True,True,True,True,True,True,True
azure-monitor-opentelemetry-exporter,2024-12-16T11:48:12.955930Z,1.0.0a20241216001,25.0,True,False,True,False,True,False,True
azure-monitor-query,2024-12-16T11:48:12.955930Z,1.4.1a20241216001,100,True,True,True,False,True,True,True
azure-purview-administration,2024-12-16T11:48:12.955930Z,1.0.0a20241213001,0,True,False,False,False,False,False,True
azure-purview-catalog,2024-12-16T11:48:12.955930Z,1.0.0a20240416001,0,True,False,False,False,False,False,False
azure-purview-datamap,2024-12-16T11:48:12.955930Z,1.0.0a20241213001,85.7,True,True,True,True,True,False,True
azure-purview-scanning,2024-12-16T11:48:12.955930Z,1.0.0a20241213001,0,True,False,False,False,False,False,True
azure-purview-sharing,2024-12-16T11:48:12.955930Z,1.0.0a20241213001,0,True,False,True,True,True,False,True
azure-purview-workflow,2024-12-16T11:48:12.955930Z,1.0.0a20241213001,0,True,True,True,True,True,False,True
azure-schemaregistry,2024-12-16T11:48:12.955930Z,1.3.1a20241216001,100,True,False,True,True,True,True,True
azure-schemaregistry-avroencoder,2024-12-16T11:48:12.955930Z,1.0.1a20241216001,100,True,False,True,True,True,False,True
azure-search-documents,2024-12-16T11:48:12.955930Z,11.6.0a20241216001,86.1,True,False,True,True,True,True,True
azure-security-attestation,2024-12-16T11:48:12.955930Z,1.1.0a20241216001,60.0,True,False,False,False,False,False,True
azure-servicebus,2024-12-16T11:48:12.955930Z,7.13.1a20241216001,90.5,True,False,True,True,True,True,True
azure-storage-blob,2024-12-16T11:48:12.955930Z,12.25.0a20241213001,37.9,True,False,True,True,True,False,True
azure-storage-file-share,2024-12-16T11:48:12.955930Z,12.21.0a20241213001,35.9,True,False,True,True,True,False,True
azure-storage-queue,2024-12-16T11:48:12.955930Z,12.13.0a20241213001,32.0,True,False,True,True,True,False,True
azure-synapse-accesscontrol,2024-12-16T11:48:12.955930Z,0.8.0a20241213001,0,True,False,False,False,False,False,True
azure-synapse-artifacts,2024-12-16T11:48:12.955930Z,0.19.1a20241213001,88.0,True,False,True,False,True,False,True
azure-synapse-managedprivateendpoints,2024-12-16T11:48:12.955930Z,0.5.0a20241213001,0,True,False,False,False,False,False,True
azure-synapse-monitoring,2024-12-16T11:48:12.955930Z,0.3.0a20241213001,0,True,False,False,False,False,False,True
azure-synapse-spark,2024-12-16T11:48:12.955930Z,0.8.0a20241213001,28.1,True,False,False,False,False,False,True
corehttp,2024-12-16T11:48:12.955930Z,1.0.0b5,96.1,True,False,True,True,True,True,True
azure-mixedreality-authentication,2024-12-16T11:48:12.955930Z,1.0.0a20241216001,50.0,True,False,False,False,False,False,True
azure-ai-ml,2024-12-16T11:48:12.955930Z,1.24.0a20241216003,44.2,True,False,True,False,True,False,True
azure-storage-blob-changefeed,2024-12-16T11:48:12.955930Z,12.0.0a20241213001,100,True,False,False,False,True,False,True
azure-storage-file-datalake,2024-12-16T11:48:12.955930Z,12.19.0a20241213001,15.8,True,False,False,False,False,False,True
azure-core,2024-12-16T11:48:12.955930Z,1.32.1a20241213002,98.4,True,False,True,True,True,True,True
azure-monitor-opentelemetry,2024-12-16T11:48:12.955930Z,1.6.5a20241216001,20.0,True,False,True,False,True,False,True
azure-ai-evaluation,2024-12-16T11:48:12.955930Z,1.1.0a20241213002,19.0,True,False,True,True,False,False,True
azure-ai-generative,2024-12-16T11:48:12.955930Z,1.0.0b11,32.7,True,False,True,False,False,False,False
azure-agrifood-farming,2025-01-14T23:26:59.396109Z,1.0.0a20250114001,0,True,False,False,False,False,False,True
azure-ai-anomalydetector,2025-01-14T23:26:59.396109Z,3.0.0a20240822001,25.0,True,False,False,False,False,False,False
azure-ai-contentsafety,2025-01-14T23:26:59.396109Z,1.0.0a20250114001,100,True,True,True,True,True,False,True
azure-ai-documentintelligence,2025-01-14T23:26:59.396109Z,1.0.1a20250114001,97.5,True,False,True,True,True,True,True
azure-ai-formrecognizer,2025-01-14T23:26:59.396109Z,3.3.4a20250113001,35.5,True,False,True,False,True,False,True
azure-ai-inference,2025-01-14T23:26:59.396109Z,1.0.0a20250114004,100,True,True,True,True,True,False,True
azure-ai-language-conversations,2025-01-14T23:26:59.396109Z,1.1.1a20250114001,100,True,True,True,True,True,False,True
azure-ai-language-questionanswering,2025-01-14T23:26:59.396109Z,1.1.1a20250114001,100,True,True,True,True,True,False,True
azure-ai-metricsadvisor,2025-01-14T23:26:59.396109Z,1.0.1,28.0,True,False,False,False,False,False,False
azure-ai-personalizer,2025-01-14T23:26:59.396109Z,1.0.0a20240823001,25.0,True,False,False,False,False,False,False
azure-ai-projects,2025-01-14T23:26:59.396109Z,1.0.0a20250114004,88.9,True,True,True,True,True,False,True
azure-ai-resources,2025-01-14T23:26:59.396109Z,1.0.0a20240329001,56.3,True,False,True,False,False,False,False
azure-ai-textanalytics,2025-01-14T23:26:59.396109Z,5.3.1a20250114002,89.2,True,False,True,True,True,False,True
azure-ai-translation-document,2025-01-14T23:26:59.396109Z,1.1.1a20250114001,91.2,True,False,True,True,True,False,True
azure-ai-translation-text,2025-01-14T23:26:59.396109Z,1.0.2a20250114001,93.3,True,True,True,True,True,False,True
azure-ai-vision-face,2025-01-14T23:26:59.396109Z,1.0.0a20250114001,92.7,True,True,True,True,False,False,True
azure-ai-vision-imageanalysis,2025-01-14T23:26:59.396109Z,1.0.1a20250114001,100,True,True,True,True,True,False,True
azure-appconfiguration,2025-01-14T23:26:59.396109Z,1.7.2a20250113001,79.2,True,False,True,True,True,True,True
azure-appconfiguration-provider,2025-01-14T23:26:59.396109Z,2.0.0a20250113001,28.6,True,False,True,True,True,False,True
azure-batch,2025-01-14T23:26:59.396109Z,15.0.0a20250113001,98.5,True,False,False,False,False,False,True
azure-communication-callautomation,2025-01-14T23:26:59.396109Z,1.4.0a20250114001,58.7,True,False,False,False,False,False,True
azure-communication-chat,2025-01-14T23:26:59.396109Z,1.3.0a20250114001,23.3,True,False,False,False,True,False,True
azure-communication-email,2025-01-14T23:26:59.396109Z,1.0.1a20250114001,0,True,False,True,False,True,False,True
azure-communication-identity,2025-01-14T23:26:59.396109Z,1.5.1a20250114001,43.8,True,False,True,False,True,False,True
azure-communication-jobrouter,2025-01-14T23:26:59.396109Z,1.1.0a20250114001,100,True,False,True,False,True,False,True
azure-communication-messages,2025-01-14T23:26:59.396109Z,1.1.1a20250114001,100,True,False,True,False,True,False,True
azure-communication-phonenumbers,2025-01-14T23:26:59.396109Z,1.2.0a20250114001,80.0,True,False,False,False,True,False,True
azure-communication-rooms,2025-01-14T23:26:59.396109Z,1.1.2a20250114001,36.8,True,False,False,False,True,False,True
azure-communication-sms,2025-01-14T23:26:59.396109Z,1.1.0a20250114001,66.7,True,False,False,False,True,False,True
azure-confidentialledger,2025-01-14T23:26:59.396109Z,1.1.2a20250113001,42.9,True,False,True,False,True,False,True
azure-containerregistry,2025-01-14T23:26:59.396109Z,1.2.1a20250113001,100,True,False,True,True,True,True,True
azure-core-experimental,2025-01-14T23:26:59.396109Z,1.0.0a20250113002,50.0,True,False,True,False,True,True,True
azure-core-tracing-opencensus,2025-01-14T23:26:59.396109Z,1.0.0b10,50.0,True,False,False,False,False,True,False
azure-core-tracing-opentelemetry,2025-01-14T23:26:59.396109Z,1.0.0a20250113002,90.9,True,False,True,False,True,False,True
azure-cosmos,2025-01-14T23:26:59.396109Z,4.9.1a20250113001,85.2,True,False,True,False,True,False,True
azure-data-tables,2025-01-14T23:26:59.396109Z,12.7.0a20250114002,68.0,True,False,True,True,True,True,True
azure-defender-easm,2025-01-14T23:26:59.396109Z,1.0.0a20250113001,0,True,True,True,True,True,False,True
azure-developer-devcenter,2025-01-14T23:26:59.396109Z,1.0.1a20250114001,100,True,False,True,False,True,False,True
azure-developer-loadtesting,2025-01-14T23:26:59.396109Z,1.0.1a20250113002,0,True,False,False,False,True,False,True
azure-digitaltwins-core,2025-01-14T23:26:59.396109Z,1.2.1a20250114001,20.0,True,False,False,False,False,False,True
azure-eventgrid,2025-01-14T23:26:59.396109Z,4.21.1a20250114001,100,True,False,True,True,True,True,True
azure-eventhub,2025-01-14T23:26:59.396109Z,5.13.1a20250114001,75.0,True,False,True,True,True,True,True
azure-eventhub-checkpointstoreblob,2025-01-14T23:26:59.396109Z,1.2.0a20250114001,100,True,False,True,True,False,False,True
azure-eventhub-checkpointstoreblob-aio,2025-01-14T23:26:59.396109Z,1.2.0a20250114001,100,True,False,True,True,False,False,True
azure-health-deidentification,2025-01-14T23:26:59.396109Z,1.0.0a20250113001,100,True,True,True,True,True,False,True
azure-healthinsights-cancerprofiling,2025-01-14T23:26:59.396109Z,1.0.0a20240715001,91.7,True,False,True,True,True,False,True
azure-healthinsights-clinicalmatching,2025-01-14T23:26:59.396109Z,1.0.0a20240715001,95.8,True,False,True,True,True,False,True
azure-healthinsights-radiologyinsights,2025-01-14T23:26:59.396109Z,1.0.1a20250113001,100,True,True,True,True,True,False,True
azure-identity,2025-01-14T23:26:59.396109Z,1.19.1a20250114001,93.3,True,False,True,True,True,True,True
azure-identity-broker,2025-01-14T23:26:59.396109Z,1.3.0a20250114001,100,True,False,True,False,True,False,True
azure-iot-deviceprovisioning,2025-01-14T23:26:59.396109Z,1.0.0a20240529001,20.0,True,True,True,True,True,False,True
azure-iot-deviceupdate,2025-01-14T23:26:59.396109Z,1.0.1a20250114001,0,True,False,False,False,False,False,True
azure-iot-modelsrepository,2025-01-14T23:26:59.396109Z,1.0.0b2,66.7,True,False,False,False,False,False,False
azure-keyvault-administration,2025-01-14T23:26:59.396109Z,4.5.1a20250114001,68.8,True,False,True,True,True,True,True
azure-keyvault-certificates,2025-01-14T23:26:59.396109Z,4.9.1a20250114001,95.2,True,False,True,True,True,True,True
azure-keyvault-keys,2025-01-14T23:26:59.396109Z,4.10.1a20250114001,59.4,True,False,True,True,True,True,True
azure-keyvault-secrets,2025-01-14T23:26:59.396109Z,4.9.1a20250114001,100,True,True,True,True,True,True,True
azure-maps-geolocation,2025-01-14T23:26:59.396109Z,1.0.0a20250114001,33.3,True,False,True,True,True,False,True
azure-maps-render,2025-01-14T23:26:59.396109Z,2.0.0a20250114001,66.7,True,False,True,True,True,False,True
azure-maps-route,2025-01-14T23:26:59.396109Z,1.0.0a20250114001,59.8,True,False,True,False,True,False,True
azure-maps-search,2025-01-14T23:26:59.396109Z,2.0.0a20250114001,75.0,True,False,True,False,True,False,True
azure-maps-timezone,2025-01-14T23:26:59.396109Z,1.0.0b1,0,False,False,True,False,True,False,True
azure-maps-weather,2025-01-14T23:26:59.396109Z,1.0.0a20250114001,0,True,False,True,False,False,False,True
azure-messaging-webpubsubclient,2025-01-14T23:26:59.396109Z,1.1.1a20250114001,81.2,True,False,True,False,True,False,True
azure-messaging-webpubsubservice,2025-01-14T23:26:59.396109Z,1.2.2a20250114001,0,True,False,False,True,True,False,True
azure-mgmt-core,2025-01-14T23:26:59.396109Z,1.5.1a20250113002,90.7,True,False,True,False,True,True,True
azure-mixedreality-remoterendering,2025-01-14T23:26:59.396109Z,1.0.0a20250114001,0,True,False,True,False,True,False,True
azure-monitor-ingestion,2025-01-14T23:26:59.396109Z,1.0.5a20250114001,100,True,True,True,True,True,True,True
azure-monitor-opentelemetry-exporter,2025-01-14T23:26:59.396109Z,1.0.0b33,25.0,True,False,True,False,True,False,True
azure-monitor-query,2025-01-14T23:26:59.396109Z,1.4.1,100,True,True,True,False,True,True,True
azure-purview-administration,2025-01-14T23:26:59.396109Z,1.0.0a20250110001,0,True,False,False,False,False,False,True
azure-purview-catalog,2025-01-14T23:26:59.396109Z,1.0.0a20240416001,0,True,False,False,False,False,False,False
azure-purview-datamap,2025-01-14T23:26:59.396109Z,1.0.0a20250110001,85.7,True,True,True,True,True,False,True
azure-purview-scanning,2025-01-14T23:26:59.396109Z,1.0.0a20250110001,0,True,False,False,False,False,False,True
azure-purview-sharing,2025-01-14T23:26:59.396109Z,1.0.0a20250110001,0,True,False,True,True,True,False,True
azure-purview-workflow,2025-01-14T23:26:59.396109Z,1.0.0a20250110001,0,True,True,True,True,True,False,True
azure-schemaregistry,2025-01-14T23:26:59.396109Z,1.3.1a20250114001,100,True,False,True,True,True,True,True
azure-schemaregistry-avroencoder,2025-01-14T23:26:59.396109Z,1.0.1a20250114001,100,True,False,True,True,True,False,True
azure-search-documents,2025-01-14T23:26:59.396109Z,11.6.0b9,86.1,True,False,True,True,True,True,True
azure-security-attestation,2025-01-14T23:26:59.396109Z,1.1.0a20250114001,60.0,True,False,False,False,False,False,True
azure-servicebus,2025-01-14T23:26:59.396109Z,7.13.1a20250114001,91.7,True,False,True,True,True,True,True
azure-storage-blob,2025-01-14T23:26:59.396109Z,12.25.0a20250113001,37.9,True,False,True,True,True,False,True
azure-storage-file-share,2025-01-14T23:26:59.396109Z,12.21.0a20250113001,35.9,True,False,True,True,True,False,True
azure-storage-queue,2025-01-14T23:26:59.396109Z,12.13.0a20250113001,32.0,True,False,True,True,True,False,True
azure-synapse-accesscontrol,2025-01-14T23:26:59.396109Z,0.8.0a20250113001,0,True,False,False,False,False,False,True
azure-synapse-artifacts,2025-01-14T23:26:59.396109Z,0.19.1a20250113001,88.0,True,False,True,False,True,False,True
azure-synapse-managedprivateendpoints,2025-01-14T23:26:59.396109Z,0.5.0a20250113001,0,True,False,False,False,False,False,True
azure-synapse-monitoring,2025-01-14T23:26:59.396109Z,0.3.0a20250113001,0,True,False,False,False,False,False,True
azure-synapse-spark,2025-01-14T23:26:59.396109Z,0.8.0a20250113001,28.1,True,False,False,False,False,False,True
corehttp,2025-01-14T23:26:59.396109Z,1.0.0b5,96.1,True,False,True,True,True,True,True
azure-mixedreality-authentication,2025-01-14T23:26:59.396109Z,1.0.0a20250114001,50.0,True,False,False,False,False,False,True
azure-ai-ml,2025-01-14T23:26:59.396109Z,1.25.0a20250114001,44.2,True,False,True,False,True,False,True
azure-storage-blob-changefeed,2025-01-14T23:26:59.396109Z,12.0.0a20250113001,100,True,False,False,False,True,False,True
azure-storage-file-datalake,2025-01-14T23:26:59.396109Z,12.19.0a20250113001,15.8,True,False,False,False,False,False,True
azure-core,2025-01-14T23:26:59.396109Z,1.32.1a20250113002,98.4,True,False,True,True,True,True,True
azure-monitor-opentelemetry,2025-01-14T23:26:59.396109Z,1.6.5a20250114001,20.0,True,False,True,False,True,False,True
azure-ai-evaluation,2025-01-14T23:26:59.396109Z,1.2.0a20250110001,19.0,True,False,True,True,False,False,True
azure-ai-generative,2025-01-14T23:26:59.396109Z,1.0.0b11,36.7,True,False,True,False,False,False,False
azure-agrifood-farming,2025-02-18T21:25:48.942334Z,1.0.0a20250217001,0,True,False,False,False,False,False,True
azure-ai-anomalydetector,2025-02-18T21:25:48.942334Z,3.0.0a20240822001,25.0,True,False,False,False,False,False,False
azure-ai-contentsafety,2025-02-18T21:25:48.942334Z,1.0.0a20250217001,100,True,True,True,True,True,False,True
azure-ai-documentintelligence,2025-02-18T21:25:48.942334Z,1.0.1a20250218001,97.5,True,False,True,True,True,True,True
azure-ai-formrecognizer,2025-02-18T21:25:48.942334Z,3.3.4a20250217001,35.5,True,False,True,False,True,False,True
azure-ai-inference,2025-02-18T21:25:48.942334Z,1.0.0a20250218001,96.6,True,True,True,True,True,False,True
azure-ai-language-conversations,2025-02-18T21:25:48.942334Z,1.1.1a20250218001,100,True,True,True,True,True,False,True
azure-ai-language-questionanswering,2025-02-18T21:25:48.942334Z,1.1.1a20250218001,100,True,True,True,True,True,False,True
azure-ai-metricsadvisor,2025-02-18T21:25:48.942334Z,1.0.1,28.0,True,False,False,False,False,False,False
azure-ai-personalizer,2025-02-18T21:25:48.942334Z,1.0.0a20240823001,25.0,True,False,False,False,False,False,False
azure-ai-projects,2025-02-18T21:25:48.942334Z,1.0.0a20250218001,88.9,True,True,True,True,True,False,True
azure-ai-resources,2025-02-18T21:25:48.942334Z,1.0.0a20240329001,56.3,True,False,True,False,False,False,False
azure-ai-textanalytics,2025-02-18T21:25:48.942334Z,5.3.1a20250217001,89.2,True,False,True,True,True,False,True
azure-ai-translation-document,2025-02-18T21:25:48.942334Z,1.1.1a20250218001,91.2,True,False,True,True,True,False,True
azure-ai-translation-text,2025-02-18T21:25:48.942334Z,1.0.2a20250218001,93.3,True,True,True,True,True,False,True
azure-ai-vision-face,2025-02-18T21:25:48.942334Z,1.0.0a20250218001,92.7,True,True,True,True,False,False,True
azure-ai-vision-imageanalysis,2025-02-18T21:25:48.942334Z,1.0.1a20250218001,100,True,True,True,True,True,False,True
azure-appconfiguration,2025-02-18T21:25:48.942334Z,1.7.2a20250217001,79.2,True,False,True,True,True,True,True
azure-appconfiguration-provider,2025-02-18T21:25:48.942334Z,2.0.1a20250217001,28.6,True,False,True,True,True,False,True
azure-batch,2025-02-18T21:25:48.942334Z,15.0.0a20250217001,98.5,True,False,False,False,False,False,True
azure-communication-callautomation,2025-02-18T21:25:48.942334Z,1.4.0a20250218001,58.7,True,False,False,False,False,False,True
azure-communication-chat,2025-02-18T21:25:48.942334Z,1.3.0a20250218001,23.3,True,False,False,False,True,False,True
azure-communication-email,2025-02-18T21:25:48.942334Z,1.0.1a20250218001,0,True,False,True,False,True,False,True
azure-communication-identity,2025-02-18T21:25:48.942334Z,1.5.1a20250218001,43.8,True,False,True,True,True,False,True
azure-communication-jobrouter,2025-02-18T21:25:48.942334Z,1.1.0a20250218001,100,True,False,True,False,True,False,True
azure-communication-messages,2025-02-18T21:25:48.942334Z,1.2.0a20250218001,100,True,False,True,False,True,False,True
azure-communication-phonenumbers,2025-02-18T21:25:48.942334Z,1.2.0a20250218001,81.8,True,False,False,False,True,False,True
azure-communication-rooms,2025-02-18T21:25:48.942334Z,1.1.2a20250218001,36.8,True,False,False,False,True,False,True
azure-communication-sms,2025-02-18T21:25:48.942334Z,1.1.0a20250218001,66.7,True,False,False,False,True,False,True
azure-confidentialledger,2025-02-18T21:25:48.942334Z,1.1.2a20250217001,42.9,True,False,True,True,True,False,True
azure-containerregistry,2025-02-18T21:25:48.942334Z,1.2.1a20250217001,100,True,False,True,True,True,True,True
azure-core-experimental,2025-02-18T21:25:48.942334Z,1.0.0a20250217002,50.0,True,False,True,True,True,True,True
azure-core-tracing-opencensus,2025-02-18T21:25:48.942334Z,1.0.0b10,50.0,True,False,False,False,False,True,False
azure-core-tracing-opentelemetry,2025-02-18T21:25:48.942334Z,1.0.0a20250217002,90.9,True,False,True,True,True,False,True
azure-cosmos,2025-02-18T21:25:48.942334Z,4.10.0a20250217001,85.4,True,False,True,True,True,False,True
azure-data-tables,2025-02-18T21:25:48.942334Z,12.7.0a20250218001,68.0,True,False,True,True,True,True,True
azure-defender-easm,2025-02-18T21:25:48.942334Z,1.0.0a20250217001,0,True,True,True,True,True,False,True
azure-developer-devcenter,2025-02-18T21:25:48.942334Z,1.0.1a20250218001,100,True,False,True,False,True,False,True
azure-developer-loadtesting,2025-02-18T21:25:48.942334Z,1.0.1a20250217001,0,True,False,False,False,True,False,True
azure-digitaltwins-core,2025-02-18T21:25:48.942334Z,1.2.1a20250218001,20.0,True,False,False,False,False,False,True
azure-eventgrid,2025-02-18T21:25:48.942334Z,4.21.1a20250218001,100,True,False,True,True,True,True,True
azure-eventhub,2025-02-18T21:25:48.942334Z,5.14.0a20250218001,75.0,True,False,True,True,True,True,True
azure-eventhub-checkpointstoreblob,2025-02-18T21:25:48.942334Z,1.2.0a20250218001,100,True,False,True,True,False,False,True
azure-eventhub-checkpointstoreblob-aio,2025-02-18T21:25:48.942334Z,1.2.0a20250218001,100,True,False,True,True,False,False,True
azure-health-deidentification,2025-02-18T21:25:48.942334Z,1.0.0a20250217001,100,True,True,True,True,True,False,True
azure-healthinsights-cancerprofiling,2025-02-18T21:25:48.942334Z,1.0.0a20240715001,91.7,True,False,True,True,True,False,True
azure-healthinsights-clinicalmatching,2025-02-18T21:25:48.942334Z,1.0.0a20240715001,95.8,True,False,True,True,True,False,True
azure-healthinsights-radiologyinsights,2025-02-18T21:25:48.942334Z,1.0.1a20250217001,100,True,True,True,True,True,False,True
azure-identity,2025-02-18T21:25:48.942334Z,1.20.1a20250218001,93.3,True,False,True,True,True,True,True
azure-identity-broker,2025-02-18T21:25:48.942334Z,1.3.0a20250218001,100,True,False,True,True,True,False,True
azure-iot-deviceprovisioning,2025-02-18T21:25:48.942334Z,1.0.0a20240529001,20.0,True,True,True,True,True,False,True
